index,Industry,url,Position,Company,Location,Job_Description
66,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606962,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
67,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606963,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
68,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606964,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
69,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606965,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
70,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606966,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
71,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606967,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
72,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606968,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
73,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606969,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
74,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606970,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
75,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606971,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
76,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606972,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
77,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606973,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
78,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606974,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
79,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606975,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
80,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606976,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
81,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606977,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
82,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606978,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
83,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606979,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
84,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606980,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
85,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606981,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
86,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606982,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
87,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606983,Software Testing Engineer,Bloom Solutions,Galle,Java programming skills and problem solving skills
88,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606984,Software Testing Engineer,Bloom Solutions,Galle,.Net programming skills and problem solving skills
89,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606985,Software Testing Engineer,Bloom Solutions,Galle,.Net programming skills and problem solving skills
90,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606986,Software Testing Engineer,Bloom Solutions,Galle,.Net programming skills and problem solving skills
91,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606987,Software Testing Engineer,Bloom Solutions,Galle,.Net programming skills and problem solving skills
92,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606988,Software Testing Engineer,Bloom Solutions,Galle,.Net programming skills and problem solving skills
93,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606989,Software Testing Engineer,Bloom Solutions,Galle,.Net programming skills and problem solving skills
94,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606990,Software Testing Engineer,Bloom Solutions,Galle,.Net programming skills and problem solving skills
95,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606991,Software Testing Engineer,Bloom Solutions,Galle,.Net programming skills and problem solving skills
96,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606992,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
97,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606993,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
98,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606994,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
99,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606995,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
100,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606996,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
101,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606997,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
102,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606998,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
103,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606999,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
104,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607000,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
105,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607001,Software Testing Engineer,Bloom Solutions,Galle,Web development skills and Front End development skills
106,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607002,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
107,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607003,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
108,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607004,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
109,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607005,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
110,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607006,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
111,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607007,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
112,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607008,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
113,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607009,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
114,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607010,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
115,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607011,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
116,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607012,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
117,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180607013,Software Testing Engineer,Bloom Solutions,Galle,"Java Skill, C# Skill, React Skill, web design"
118,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546522,Accountant,SoftLogic,Matara,Accounting skills
119,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546523,Accountant,SoftLogic,Matara,Accounting skills
120,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546524,Accountant,SoftLogic,Matara,Accounting skills
121,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546525,Accountant,SoftLogic,Matara,Accounting skills
122,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546526,Accountant,SoftLogic,Matara,Accounting skills
123,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546527,Accountant,SoftLogic,Matara,Accounting skills
124,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546528,Accountant,SoftLogic,Matara,Accounting skills
125,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546529,Accountant,SoftLogic,Matara,Accounting skills
126,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546530,Accountant,SoftLogic,Matara,Accounting skills
127,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546531,Accountant,SoftLogic,Matara,Accounting skills
128,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546532,Accountant,SoftLogic,Matara,Accounting skills
129,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546533,Accountant,SoftLogic,Matara,Accounting skills
130,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546534,Accountant,SoftLogic,Matara,Accounting skills
131,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546535,Accountant,SoftLogic,Matara,Accounting skills
132,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546536,Accountant,SoftLogic,Matara,Time Management Skills
133,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546537,Accountant,SoftLogic,Matara,Time Management Skills
134,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546538,Accountant,SoftLogic,Matara,Time Management Skills
135,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546539,Accountant,SoftLogic,Matara,Time Management Skills
136,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546540,Accountant,SoftLogic,Matara,Time Management Skills
137,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546541,Accountant,SoftLogic,Matara,Time Management Skills
138,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546542,Accountant,SoftLogic,Matara,Time Management Skills
139,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546543,Accountant,SoftLogic,Matara,Time Management Skills
140,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546544,Accountant,SoftLogic,Matara,Time Management Skills
141,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546545,Accountant,SoftLogic,Matara,Time Management Skills
142,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546546,Accountant,SoftLogic,Matara,Time Management Skills
143,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546547,Accountant,SoftLogic,Matara,Basic knowledge of taxes
